timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
128924000,0,0.9771094,-0.0022898703,0.009008421,-0.21255578,0.0,0.0,0.0,0.0,0
128932000,0,0.9771094,-0.002289844,0.009008956,-0.2125558,0.0,0.0,0.0,0.0,0
128944000,0,0.9771094,-0.0022897269,0.009009897,-0.2125558,0.0,0.0,0.0,0.0,0
128952000,0,0.9771094,-0.0022896975,0.00901043,-0.2125558,0.0,0.0,0.0,0.0,0
128964000,0,0.9771094,-0.0022895762,0.009011366,-0.21255581,0.0,0.0,0.0,0.0,0
128972000,0,0.9771094,-0.0022895476,0.009011895,-0.21255581,0.0,0.0,0.0,0.0,0
128984000,0,0.9771093,-0.0022895047,0.009012684,-0.21255581,0.0,0.0,0.0,0.0,0
128992000,0,0.9771094,-0.0022940072,0.009011723,-0.21255577,0.0,0.0,0.0,0.0,0
129004000,0,0.9771093,-0.002294238,0.009012682,-0.21255577,0.0,0.0,0.0,0.0,0
129012000,0,0.9771093,-0.002294187,0.009013222,-0.21255577,0.0,0.0,0.0,0.0,0
129024000,0,0.9771093,-0.0022941385,0.009014015,-0.21255578,0.0,0.0,0.0,0.0,0
129032000,0,0.9771093,-0.0022990045,0.009012967,-0.21255572,0.0,0.0,0.0,0.0,0
129044000,0,0.9771093,-0.0022988392,0.00901403,-0.21255572,0.0,0.0,0.0,0.0,0
129052000,0,0.9771093,-0.002298736,0.009014698,-0.21255574,0.0,0.0,0.0,0.0,0
129064000,0,0.9771093,-0.0023035868,0.009013915,-0.21255568,0.0,0.0,0.0,0.0,0
129072000,0,0.9771093,-0.002303517,0.009014543,-0.21255568,0.0,0.0,0.0,0.0,0
129084000,0,0.9771093,-0.0023034457,0.009015349,-0.21255569,0.0,0.0,0.0,0.0,0
129092000,0,0.9771093,-0.0023032723,0.009016162,-0.21255569,0.0,0.0,0.0,0.0,0
